"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
315107,3,K,107,P.S. 107 JOHN W. KIMBALL,15K107,Open,15,20.3,40.00%,0,459,0,0,93,0,1,1,0,,,1,Non-T1:STH only:no chng,1,"$1,306 ",0,"1,306",$13 ,
315124,3,K,124,P.S. 124 SILAS B. DUTCHER,15K124,Open,15,95.7,40.00%,1,285,0,0,273,273,29,273,0,UU,,273,TitleI:no chng,273,"$356,495 ","72,626","283,869","$3,565 ",SWP
315130,3,K,130,P.S. 130 THE PARKSIDE,15K130,Open,15,96.2,40.00%,1,489,0,0,470,470,34,470,0,UU,,470,TitleI:no chng,470,"$613,746 ","23,344","590,402","$6,137 ",SWP
315131,3,K,131,P.S. 131 BROOKLYN,15K131,Open,15,94.7,40.00%,1,829,0,0,785,785,6,785,0,UU,,785,TitleI:no chng,785,"$1,025,086 ","137,470","887,616","$10,251 ",SWP
315136,3,K,136,I.S. 136 CHARLES O. DEWEY,15K136,Open,15,93.1,40.00%,1,495,0,0,461,461,17,461,0,,,461,TitleI:no chng,461,"$601,993 ","64,844","537,149","$6,020 ",SWP
315146,3,K,146,P.S. 146,15K146,Open,15,25.8,40.00%,0,555,0,0,143,0,3,3,0,,,3,Non-T1:STH only:no chng,3,"$3,918 ",0,"3,918",$39 ,Target
315154,3,K,154,MAGNET SCHOOL FOR SCIENCE & TECH 15K154,,Open,15,29.4,40.00%,0,408,0,0,120,0,7,7,0,,,7,Non-T1:STH only:no chng,7,"$9,141 ",0,"9,141",$91 ,Target
315169,3,K,169,P.S. 169 SUNSET PARK,15K169,Open,15,92.7,40.00%,1,"1,264",0,0,"1,172","1,172",9,"1,172",0,UU,,1172,TitleI:no chng,"1,172","$1,530,448 ","207,502","1,322,946","$15,304 ",SWP
315172,3,K,172,P.S. 172 BEACON SCHOOL OF EXCELLEN 15K172,,Open,15,91,40.00%,1,533,0,0,485,485,0,485,0,,,485,TitleI:no chng,485,"$633,334 ","67,438","565,896","$6,333 ",SWP
315230,3,K,230,P.S. 230 DORIS L. COHEN,15K230,Open,15,77.9,40.00%,1,"1,104",0,0,860,860,134,860,0,UU,,860,TitleI:no chng,860,"$1,123,025 ","402,035","720,990","$11,230 ",SWP
315261,3,K,261,P.S. 261 PHILIP LIVINGSTON,15K261,Open,15,35.4,40.00%,1,777,0,0,275,275,3,275,0,,,275,TitleI:no chng:Grndfthr11,243,"$317,320 ","317,320",0,"$3,173 ",SWP
315295,3,K,295,P.S. 295,15K295,Open,15,69.4,40.00%,1,363,0,0,252,252,1,252,0,UU,,252,TitleI:no chng,252,"$329,072 ","62,251","266,821","$3,291 ",SWP
315321,3,K,321,P.S. 321 WILLIAM PENN,15K321,Open,15,12.7,40.00%,0,"1,271",0,0,161,0,4,4,0,,,4,Non-T1:STH only:no chng,4,"$5,223 ",0,"5,223",$52 ,
315418,3,K,418,THE CHILDREN'S SCHOOL,15K418,Program,15,15.3,40.00%,0,294,0,0,45,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
315429,3,K,429,BROOKLYN SCHOOL FOR GLOBAL STUD,15K429,Open,15,70.5,40.00%,1,482,0,0,340,340,16,340,0,,,340,TitleI:no chng,340,"$443,986 ","88,188","355,798","$4,440 ",SWP
315442,3,K,442,NEW HORIZONS SCHOOL,15K442,Open,15,83.2,40.00%,1,202,0,0,168,168,7,168,0,,,168,TitleI:no chng,168,"$219,382 ","62,251","157,131","$2,194 ",SWP
315443,3,K,443,NEW VOICES SCHOOL OF ACADEMIC &,15K443,Open,15,56.8,40.00%,1,454,0,0,258,258,1,258,0,,,258,TitleI:no chng,258,"$336,907 ","129,689","207,218","$3,369 ",SWP
315447,3,K,447,THE MATH & SCIENCE EXPLORATORY S,15K447,Open,15,33.5,40.00%,0,529,0,0,177,0,2,2,0,,,2,Non-T1:STH only:no chng,2,"$2,612 ",0,"2,612",$26 ,
315448,3,K,448,BROOKLYN SECONDARY SCHOOL FOR C 15K448,,Open,15,67.5,40.00%,1,696,0,0,470,470,9,470,0,,,470,TitleI:no chng,470,"$613,746 ","613,746",0,"$6,137 ",SWP
315462,3,K,462,SECONDARY SCHOOL FOR LAW,15K462,Open,15,70.5,40.00%,1,552,0,0,389,389,23,389,0,,,389,TitleI:no chng,389,"$507,973 ","103,751","404,222","$5,080 ",SWP
315463,3,K,463,SECONDARY SCHOOL FOR JOURNALISM 15K463,,Open,15,81.1,40.00%,1,433,0,0,351,351,13,351,0,,,351,TitleI:no chng,351,"$458,351 ","108,939","349,412","$4,584 ",SWP
315464,3,K,464,SECONDARY SCHOOL FOR RESEARCH,15K464,Open,15,86.7,40.00%,1,466,0,0,404,404,16,404,0,,,404,TitleI:no chng,404,"$527,560 ","140,064","387,496","$5,276 ",SWP
315497,3,K,497,SCHOOL FOR INTERNATIONAL STUDIES,15K497,Open,15,76.9,40.00%,1,442,0,0,340,340,23,340,0,,,340,TitleI:no chng,340,"$443,986 ","93,376","350,610","$4,440 ",SWP
315498,3,K,498,ACORN HIGH SCHOOL FOR SOCIAL JUST 16K498,,Open,15,88,40.00%,1,420,0,0,370,370,22,370,0,UU,,370,TitleI:no chng,370,"$483,162 ","147,845","335,317","$4,832 ",SWP
315519,3,K,519,COBBLE HILL SCHOOL OF AMERICAN ST 15K519,,Open,15,76.5,40.00%,1,710,0,0,543,543,38,543,0,,,543,TitleI:no chng,543,"$709,073 ","140,064","569,009","$7,091 ",SWP
315520,3,K,520,PACIFIC HIGH SCHOOL,15K520,Open,15,72,40.00%,1,214,0,0,154,154,3,154,0,,,154,TitleI:no chng,154,"$201,100 ","38,907","162,193","$2,011 ",SWP
315529,3,K,529,WEST BROOKLYN COMMUNITY HIGH S,15K529,Open,15,58.6,40.00%,1,198,0,0,116,116,1,116,0,,,116,TitleI:no chng,116,"$151,478 ","20,750","130,728","$1,515 ",SWP
315530,3,K,530,METROPOLITAN CORPORATE ACADEMY 15K530,,Open,15,79.4,40.00%,1,379,0,0,301,301,16,301,0,UU,,301,TitleI:no chng,301,"$393,059 ","111,532","281,527","$3,931 ",SWP
315656,3,K,656,BROOKLYN HIGH SCHOOL OF THE ARTS,15K656,Open,15,64.1,40.00%,1,593,0,0,380,380,11,380,0,,,380,TitleI:no chng,380,"$496,220 ","496,220",0,"$4,962 ",SWP
315667,3,K,667,SUNSET PARK HIGH SCHOOL,15K667,Open,15,84.9,40.00%,1,365,0,379,310,310,3,310,322,,,310,TitleI:no chng,632,"$825,293 ","178,970","646,323","$8,253 ",SWP
315676,3,K,676,RED HOOK NEIGHBORHOOD SCHOOL,15K676,Open,15,86.8,40.00%,1,129,0,32,112,112,10,112,28,,,112,TitleI:no chng,140,"$182,818 ","7,781","175,037","$1,828 ",SWP
315698,3,K,698,SOUTH BROOKLYN COMMUNITY HIGH,15K698,Open,15,76.6,40.00%,1,141,0,0,108,108,6,108,0,,,108,TitleI:no chng,108,"$141,031 ","38,907","102,124","$1,410 ",SWP
315821,3,K,821,SUNSET PARK PREP,15K821,Open,15,92.3,40.00%,1,508,0,0,469,469,3,469,0,,,469,TitleI:no chng,469,"$612,440 ","145,251","467,189","$6,124 ",SWP
316005,3,K,5,P.S. 005 DR. RONALD MCNAIR,16K005,Open,16,88.3,40.00%,1,443,0,0,391,391,81,391,0,,,391,TitleI:no chng,391,"$510,584 ","23,344","487,240","$5,106 ",SWP
316021,3,K,21,P.S. 021 CRISPUS ATTUCKS,16K021,Open,16,85.7,40.00%,1,667,0,0,572,572,58,572,0,UU,,572,TitleI:no chng,572,"$746,942 ","295,690","451,252","$7,469 ",SWP
316025,3,K,25,P.S. 025 EUBIE BLAKE SCHOOL,16K025,Open,16,96.7,40.00%,1,332,0,0,321,321,33,321,0,,,321,TitleI:no chng,321,"$419,175 ","15,563","403,612","$4,192 ",SWP
316026,3,K,26,P.S. 026 JESSE OWENS,16K026,Open,16,94.2,40.00%,1,326,0,0,307,307,32,307,0,UU,,307,TitleI:no chng,307,"$400,894 ","124,501","276,393","$4,009 ",SWP
316028,3,K,28,P.S. 028 THE WARREN PREP ACADEMY,16K028,Open,16,91.6,40.00%,1,249,0,0,228,228,21,228,0,,,228,TitleI:no chng,228,"$297,732 ","49,282","248,450","$2,977 ",SWP
316035,3,K,35,M.S. 035 STEPHEN DECATUR,16K035,Open,16,83.5,40.00%,1,231,0,0,193,193,17,193,0,,,193,TitleI:no chng,193,"$252,028 ","36,313","215,715","$2,520 ",SWP
316040,3,K,40,P.S. 040 GEORGE W. CARVER,16K040,Open,16,95.8,40.00%,1,359,0,0,344,344,38,344,0,UU,,344,TitleI:no chng,344,"$449,210 ","140,064","309,146","$4,492 ",SWP
316057,3,K,57,J.H.S. 057 WHITELAW REID,16K057,Open,16,88.3,40.00%,1,239,0,0,211,211,18,211,0,,,211,TitleI:no chng,211,"$275,533 ","57,063","218,470","$2,755 ",SWP
316081,3,K,81,P.S. 081 THADDEUS STEVENS,16K081,Open,16,93.8,40.00%,1,414,0,0,388,388,54,388,0,UU,,388,TitleI:no chng,388,"$506,667 ","75,219","431,448","$5,067 ",SWP
316243,3,K,243,P.S. 243K- THE WEEKSVILLE SCHOOL,16K243,Open,16,96.3,40.00%,1,327,0,0,315,315,44,315,0,,,315,TitleI:no chng,315,"$411,340 ","44,094","367,246","$4,113 ",SWP
316262,3,K,262,P.S. 262 EL HAJJ MALIK EL SHABAZZ E,16K262,Open,16,95.7,40.00%,1,347,0,65,332,332,36,332,62,,,332,TitleI:no chng,394,"$514,502 ","49,282","465,220","$5,145 ",SWP
316267,3,K,267,"M.S. 267 MATH, SCIENCE & TECHNOLO",16K267,Open,16,94.3,40.00%,1,315,0,0,297,297,26,297,0,,,297,TitleI:no chng,297,"$387,835 ","62,251","325,584","$3,878 ",SWP
316308,3,K,308,P.S. 308 CLARA CARDWELL,16K308,Open,16,81,40.00%,1,705,0,0,571,571,22,571,0,,,571,TitleI:no chng,571,"$745,636 ","158,220","587,416","$7,456 ",SWP
316309,3,K,309,P.S. 309 THE GEORGE E. WIBECAN PREP 16K309,,Open,16,89.7,40.00%,1,312,0,0,280,280,33,280,0,UU,,280,TitleI:no chng,280,"$365,636 ","33,719","331,917","$3,656 ",SWP
316335,3,K,335,P.S. 335 GRANVILLE T. WOODS,16K335,Open,16,99.5,40.00%,1,418,0,0,416,416,36,416,0,,,416,TitleI:no chng,416,"$543,231 ","7,781","535,450","$5,432 ",SWP
316385,3,K,385,"SCHOOL OF BUSINESS, FINANCE AND E",16K385,Open,16,78.6,40.00%,1,253,0,0,199,199,9,199,0,UU,,199,TitleI:no chng,199,"$259,863 ","49,282","210,581","$2,599 ",SWP
316393,3,K,393,FREDERICK DOUGLASS ACADEMY IV SE,16K393,Open,16,76.6,40.00%,1,491,0,0,376,376,18,376,0,,,376,TitleI:no chng,376,"$490,997 ","111,532","379,465","$4,910 ",SWP
316455,3,K,455,BOYS AND GIRLS HIGH SCHOOL,16K455,Open,16,68.6,40.00%,1,"2,007",0,0,"1,377","1,377",87,"1,377",0,,,1377,TitleI:no chng,"1,377","$1,798,145 ","313,847","1,484,298","$17,981 ",SWP
316534,3,K,534,UPPER SCHOOL @ P.S. 25,16K534,Open,16,84.6,40.00%,1,234,0,0,198,198,18,198,0,,,198,TitleI:no chng,198,"$258,557 ","18,156","240,401","$2,586 ",SWP
316584,3,K,584,M.S. 584,16K584,Open,16,91.8,40.00%,1,268,0,0,246,246,18,246,0,,,246,TitleI:no chng,246,"$321,237 ","23,344","297,893","$3,212 ",SWP
316594,3,K,594,GOTHAM PROFESSIONAL ARTS ACADEM 16K594,,Open,16,63.9,40.00%,1,208,0,35,133,133,12,133,22,UC,,133,TitleI:no chng,155,"$202,406 ","44,094","158,312","$2,024 ",SWP
316627,3,K,627,BRIGHTER CHOICE COMMUNITY SCHOO 16K627,,Open,16,85.1,40.00%,1,94,0,24,80,80,26,80,20,,,80,TitleI:no chng,100,"$130,584 ","5,188","125,396","$1,306 ",SWP
316628,3,K,628,BROOKLYN BROWNSTONE SCHOOL,16K628,Open,16,72.8,40.00%,1,92,0,15,67,67,12,67,11,,,67,TitleI:no chng,78,"$101,856 ","23,344","78,512","$1,019 ",SWP
316636,3,K,636,YOUNG SCHOLARS' ACADEMY FOR DISC 16K636,,Open,16,99.1,40.00%,1,216,0,0,214,214,41,214,0,,,214,TitleI:no chng,214,"$279,450 ",0,"279,450","$2,795 ",SWP
316688,3,K,688,THE BROOKLYN ACADEMY OF GLOBAL,16K688,Open,16,72.3,40.00%,1,101,0,68,73,73,2,73,49,,,73,TitleI:no chng,122,"$159,313 ","33,719","125,594","$1,593 ",SWP
317002,3,K,2,M.S. 002,17K002,Open,17,96,40.00%,1,399,0,0,383,383,35,383,0,,,383,TitleI:no chng,383,"$500,138 ","62,251","437,887","$5,001 ",SWP
317006,3,K,6,P.S. 006,17K006,Open,17,94.2,40.00%,1,660,0,0,622,622,34,622,0,UU,,622,TitleI:no chng,622,"$812,234 ","127,095","685,139","$8,122 ",SWP
317012,3,K,12,P.S. 012,17K012,Open,17,96.7,40.00%,1,273,0,0,264,264,42,264,0,,,264,TitleI:no chng,264,"$344,742 ","33,719","311,023","$3,447 ",SWP
317022,3,K,22,P.S. 022,17K022,Open,17,99.8,40.00%,1,478,0,0,477,477,45,477,0,,,477,TitleI:no chng,477,"$622,887 ","20,750","602,137","$6,229 ",SWP
317061,3,K,61,M.S. 061 DR. GLADSTONE H. ATWELL,17K061,Open,17,81.4,40.00%,1,"1,147",0,0,934,934,29,934,0,UU,,934,TitleI:no chng,934,"$1,219,657 ","355,347","864,310","$12,197 ",SWP
317091,3,K,91,P.S. 091 THE ALBANY AVENUE SCHOOL,17K091,Open,17,99.4,40.00%,1,773,0,0,768,768,48,768,0,,,768,TitleI:no chng,768,"$1,002,887 ","5,188","997,699","$10,029 ",SWP
317092,3,K,92,P.S. 092 ADRIAN HEGEMAN,17K092,Open,17,99.2,40.00%,1,593,0,0,588,588,60,588,0,,,588,TitleI:no chng,588,"$767,835 ","33,719","734,116","$7,678 ",SWP
317138,3,K,138,P.S. 138 BROOKLYN,17K138,Open,17,98.3,40.00%,1,868,0,0,853,853,91,853,0,,,853,TitleI:no chng,853,"$1,113,884 ","64,844","1,049,040","$11,139 ",SWP
317161,3,K,161,P.S. 161 THE CROWN,17K161,Open,17,86.2,40.00%,1,898,0,0,774,774,21,774,0,,,774,TitleI:no chng,774,"$1,010,722 ","176,377","834,345","$10,107 ",SWP
317167,3,K,167,P.S. 167 THE PARKWAY,17K167,Open,17,97.3,40.00%,1,480,0,0,467,467,48,467,0,,,467,TitleI:no chng,467,"$609,829 ",0,"609,829","$6,098 ",SWP
317181,3,K,181,P.S. 181 BROOKLYN,17K181,Open,17,82.3,40.00%,1,"1,182",0,0,973,973,59,973,0,,,973,TitleI:no chng,973,"$1,270,585 ","238,627","1,031,958","$12,706 ",SWP
317189,3,K,189,P.S. 189 LINCOLN TERRACE,17K189,Open,17,92.5,40.00%,1,"1,218",0,0,"1,127","1,127",29,"1,127",0,UU,,1127,TitleI:no chng,"1,127","$1,471,685 ","329,409","1,142,276","$14,717 ",SWP
317191,3,K,191,P.S. 191 PAUL ROBESON,17K191,Open,17,97.9,40.00%,1,237,0,0,232,232,43,232,0,,,232,TitleI:no chng,232,"$302,955 ","44,094","258,861","$3,030 ",SWP
317221,3,K,221,P.S. 221 TOUSSAINT L'OUVERTURE,17K221,Open,17,92,40.00%,1,600,0,0,552,552,22,552,0,,,552,TitleI:no chng,552,"$720,825 ","54,469","666,356","$7,208 ",SWP
317241,3,K,241,P.S. 241 EMMA L. JOHNSTON,17K241,Open,17,95.5,40.00%,1,553,0,0,528,528,51,528,0,,,528,TitleI:no chng,528,"$689,485 ","111,532","577,953","$6,895 ",SWP
317246,3,K,246,M.S. 246 WALT WHITMAN,17K246,Open,17,83.6,40.00%,1,593,0,0,496,496,41,496,0,UU,,496,TitleI:no chng,496,"$647,698 ","129,689","518,009","$6,477 ",SWP
317249,3,K,249,P.S. 249 THE CATON,17K249,Open,17,95.7,40.00%,1,692,0,0,662,662,41,662,0,UU,,662,TitleI:no chng,662,"$864,468 ","158,220","706,248","$8,645 ",SWP
317289,3,K,289,P.S. 289 GEORGE V. BROWER,17K289,Open,17,90.2,40.00%,1,687,0,0,620,620,53,620,0,UU,,620,TitleI:no chng,620,"$809,622 ","142,658","666,964","$8,096 ",SWP
317316,3,K,316,P.S. 316 ELIJAH STROUD,17K316,Open,17,95,40.00%,1,239,0,0,227,227,8,227,0,,,227,TitleI:no chng,227,"$296,426 ","31,125","265,301","$2,964 ",SWP
317334,3,K,334,MIDDLE SCHOOL FOR ACADEMIC AND S 17K334,,Open,17,88.8,40.00%,1,233,0,0,207,207,18,207,0,,,207,TitleI:no chng,207,"$270,309 ","23,344","246,965","$2,703 ",SWP
317340,3,K,340,I.S. 340,17K340,Open,17,91.9,40.00%,1,283,0,0,260,260,4,260,0,,,260,TitleI:no chng,260,"$339,519 ","103,751","235,768","$3,395 ",SWP
317352,3,K,352,EBBETS FIELD MIDDLE SCHOOL,17K352,Open,17,94.4,40.00%,1,414,0,0,391,391,20,391,0,,,391,TitleI:no chng,391,"$510,584 ","80,407","430,177","$5,106 ",SWP
317353,3,K,353,ELIJAH STROUD MIDDLE SCHOOL,17K353,Open,17,98,40.00%,1,149,0,0,146,146,10,146,0,,,146,TitleI:no chng,146,"$190,653 ","20,750","169,903","$1,907 ",SWP
317354,3,K,354,THE SCHOOL OF INTEGRATED LEARNIN,17K354,Open,17,97.4,40.00%,1,229,0,0,223,223,14,223,0,,,223,TitleI:no chng,223,"$291,203 ","54,469","236,734","$2,912 ",SWP
317375,3,K,375,P.S. 375 JACKIE-ROBINSON SCHOOL,17K375,Open,17,88.1,40.00%,1,519,0,0,457,457,29,457,0,,,457,TitleI:no chng,457,"$596,770 ","70,032","526,738","$5,968 ",SWP
317382,3,K,382,ACADEMY FOR COLLEGE PREPARATION 17K382,,Open,17,54.3,40.00%,1,582,0,0,316,316,8,316,0,,,316,TitleI:no chng,316,"$412,646 ","108,939","303,707","$4,126 ",SWP
317394,3,K,394,M.S. K394,17K394,Open,17,91.1,40.00%,1,660,0,0,601,601,29,601,0,,,601,TitleI:no chng,601,"$784,811 ","199,721","585,090","$7,848 ",SWP
317397,3,K,397,P.S. 397 FOSTER-LAURIE,17K397,Open,17,99.5,40.00%,1,419,0,0,417,417,45,417,0,,,417,TitleI:no chng,417,"$544,536 ","10,375","534,161","$5,445 ",SWP
317398,3,K,398,P.S. 398 WALTER WEAVER,17K398,Open,17,100,40.00%,1,326,0,0,326,326,49,326,0,,,326,TitleI:no chng,326,"$425,705 ","10,375","415,330","$4,257 ",SWP
317399,3,K,399,P.S. 399 STANLEY EUGENE CLARK,17K399,Open,17,93.6,40.00%,1,481,0,0,450,450,33,450,0,,,450,TitleI:no chng,450,"$587,629 ","103,751","483,878","$5,876 ",SWP
317408,3,K,408,ACADEMY OF HOSPITALITY AND TOUR,17K408,Open,17,63.1,40.00%,1,306,0,0,193,193,10,193,0,,,193,TitleI:no chng,193,"$252,028 ","54,469","197,559","$2,520 ",SWP
317484,3,K,484,RONALD EDMONDS LEARNING CENTER,17K484,Open,17,83.9,40.00%,1,155,0,0,130,130,6,130,0,,,130,TitleI:no chng,130,"$169,760 ","28,532","141,228","$1,698 ",SWP
317489,3,K,489,W.E.B. DUBOIS ACADEMIC HIGH SCHOO 17K489,,Open,17,78.2,40.00%,1,257,0,0,201,201,20,201,0,UU,,201,TitleI:no chng,201,"$262,474 ","51,875","210,599","$2,625 ",SWP
317524,3,K,524,INTERNATIONAL HIGH SCHOOL AT PRO,17K524,Open,17,88.2,40.00%,1,434,0,0,383,383,18,383,0,,,383,TitleI:no chng,383,"$500,138 ","83,001","417,137","$5,001 ",SWP
317528,3,K,528,HIGH SCHOOL FOR GLOBAL CITIZENSHI,17K528,Open,17,81.5,40.00%,1,405,0,0,330,330,44,330,0,UU,,330,TitleI:no chng,330,"$430,928 ","134,876","296,052","$4,309 ",SWP
317531,3,K,531,"SCHOOL FOR HUMAN RIGHTS, THE",17K531,Open,17,77.6,40.00%,1,379,0,0,294,294,14,294,0,,,294,TitleI:no chng,294,"$383,918 ","108,939","274,979","$3,839 ",SWP
317533,3,K,533,SCHOOL FOR DEMOCRACY AND LEADE,17K533,Open,17,81.3,40.00%,1,448,0,0,364,364,27,364,0,,,364,TitleI:no chng,364,"$475,327 ","140,064","335,263","$4,753 ",SWP
317537,3,K,537,HIGH SCHOOL FOR YOUTH AND COMM 17K537,,Open,17,81.6,40.00%,1,412,0,0,336,336,18,336,0,,,336,TitleI:no chng,336,"$438,763 ","129,689","309,074","$4,388 ",SWP
317539,3,K,539,HIGH SCHOOL FOR SERVICE & LEARNIN,17K539,Open,17,76,40.00%,1,408,0,0,310,310,14,310,0,,,310,TitleI:no chng,310,"$404,811 ","116,720","288,091","$4,048 ",SWP
317543,3,K,543,"SCIENCE, TECHNOLOGY AND RESEARCH 17K543",,Open,17,81.2,40.00%,1,490,0,0,398,398,7,398,0,,,398,TitleI:no chng,398,"$519,725 ","215,283","304,442","$5,197 ",SWP
317544,3,K,544,INTERNATIONAL ARTS BUSINESS SCHOO 17K544,,Open,17,60.5,40.00%,1,456,0,0,276,276,24,276,0,,,276,TitleI:no chng,276,"$360,413 ","51,875","308,538","$3,604 ",SWP
317546,3,K,546,HIGH SCHOOL FOR PUBLIC SERVICE: HE,17K546,Open,17,72.4,40.00%,1,384,0,0,278,278,8,278,0,,,278,TitleI:no chng,278,"$363,024 ","106,345","256,679","$3,630 ",SWP
317547,3,K,547,BROOKLYN ACADEMY OF SCIENCE AND,17K547,Open,17,81.3,40.00%,1,439,0,0,357,357,8,357,0,,,357,TitleI:no chng,357,"$466,186 ","33,719","432,467","$4,662 ",SWP
317548,3,K,548,BROOKLYN SCHOOL FOR MUSIC & THEA 17K548,,Open,17,77,40.00%,1,405,0,0,312,312,15,312,0,UU,,312,TitleI:no chng,312,"$407,423 ","173,783","233,640","$4,074 ",SWP
317568,3,K,568,BROWNSVILLE ACADEMY HIGH SCHOO,17K568,Open,17,75.3,40.00%,1,219,0,33,165,165,9,165,25,,,165,TitleI:no chng,190,"$248,110 ","49,282","198,828","$2,481 ",SWP
317587,3,K,587,MIDDLE SCHOOL FOR THE ARTS,17K587,Open,17,94.4,40.00%,1,339,0,0,320,320,34,320,0,,,320,TitleI:no chng,320,"$417,870 ","41,500","376,370","$4,179 ",SWP
317590,3,K,590,MEDGAR EVERS COLLEGE PREPARATOR 17K590,,Open,17,82.8,40.00%,1,928,0,0,768,768,14,768,0,,A,768,TitleI:no chng,768,"$1,002,887 ","173,783","829,104","$10,029 ",SWP
317600,3,K,600,CLARA BARTON HIGH SCHOOL,17K600,Open,17,79.9,40.00%,1,"1,977",0,0,"1,580","1,580",40,"1,580",0,,,1580,TitleI:no chng,"1,580","$2,063,231 ","612,131","1,451,100","$20,632 ",SWP
317625,3,K,625,PAUL ROBESON HIGH SCHOOL,17K625,Open,17,91.1,40.00%,1,868,0,0,791,791,51,791,0,,,791,TitleI:no chng,791,"$1,032,922 ","38,907","994,015","$10,329 ",SWP
318066,3,K,66,P.S. 66,18K066,Open,18,69.6,40.00%,1,731,0,0,509,509,8,509,0,,,509,TitleI:no chng,509,"$664,674 ","664,674",0,"$6,647 ",SWP
318068,3,K,68,I.S. 068 ISAAC BILDERSEE,18K068,Open,18,80.7,40.00%,1,994,0,0,802,802,35,802,0,UU,,802,TitleI:no chng,802,"$1,047,286 ","282,721","764,565","$10,473 ",SWP
318114,3,K,114,P.S. 114 RYDER ELEMENTARY,18K114,Open,18,83.7,40.00%,1,826,0,0,691,691,29,691,0,UU,,691,TitleI:no chng,691,"$902,337 ","316,440","585,897","$9,023 ",SWP
318115,3,K,115,P.S. 115 DANIEL MUCATEL SCHOOL,18K115,Open,18,84,40.00%,1,"1,193",0,0,"1,002","1,002",30,"1,002",0,UU,,1002,TitleI:no chng,"1,002","$1,308,454 ","404,629","903,825","$13,085 ",SWP
318135,3,K,135,P.S. 135 SHELDON A. BROOKNER,18K135,Open,18,91.1,40.00%,1,733,0,0,668,668,69,668,0,,,668,TitleI:no chng,668,"$872,303 ","132,282","740,021","$8,723 ",SWP
318208,3,K,208,P.S. 208 ELSA EBELING,18K208,Open,18,78.7,40.00%,1,609,0,0,479,479,14,479,0,,,479,TitleI:no chng,479,"$625,499 ","194,533","430,966","$6,255 ",SWP
318211,3,K,211,I.S. 211 JOHN WILSON,18K211,Open,18,61.3,40.00%,1,817,0,0,501,501,57,501,0,,,501,TitleI:no chng,501,"$654,227 ","168,595","485,632","$6,542 ",SWP
318219,3,K,219,P.S. 219 KENNEDY-KING,18K219,Open,18,87.9,40.00%,1,809,0,0,711,711,23,711,0,,,711,TitleI:no chng,711,"$928,454 ","147,845","780,609","$9,285 ",SWP
318233,3,K,233,P.S. 233 LANGSTON HUGHES,18K233,Open,18,90.6,40.00%,1,679,0,0,615,615,46,615,0,,,615,TitleI:no chng,615,"$803,093 ","225,658","577,435","$8,031 ",SWP
318235,3,K,235,P.S. 235 LENOX SCHOOL,18K235,Open,18,75.3,40.00%,1,"1,349",0,0,"1,016","1,016",22,"1,016",0,,,1016,TitleI:no chng,"1,016","$1,326,736 ","1,326,736",0,"$13,267 ",SWP
318244,3,K,244,P.S. 244 RICHARD R. GREEN,18K244,Open,18,75.3,40.00%,1,829,0,0,624,624,61,624,0,,,624,TitleI:no chng,624,"$814,846 ","249,002","565,844","$8,148 ",SWP
318268,3,K,268,P.S. 268 EMMA LAZARUS,18K268,Open,18,93.8,40.00%,1,561,0,0,526,526,15,526,0,,,526,TitleI:no chng,526,"$686,873 ","108,939","577,934","$6,869 ",SWP
318272,3,K,272,P.S. 272 CURTIS ESTABROOK,18K272,Open,18,93.2,40.00%,1,645,0,0,601,601,28,601,0,,,601,TitleI:no chng,601,"$784,811 ","140,064","644,747","$7,848 ",SWP
318276,3,K,276,P.S. 276 LOUIS MARSHALL,18K276,Open,18,83.5,40.00%,1,823,0,0,687,687,25,687,0,,,687,TitleI:no chng,687,"$897,114 ","344,972","552,142","$8,971 ",SWP
318279,3,K,279,P.S. 279 HERMAN SCHREIBER,18K279,Open,18,79,40.00%,1,619,0,0,489,489,20,489,0,,,489,TitleI:no chng,489,"$638,557 ","225,658","412,899","$6,386 ",SWP
318285,3,K,285,I.S. 285 MEYER LEVIN,18K285,Open,18,76.5,40.00%,1,979,0,0,749,749,8,749,0,,A,749,TitleI:no chng,749,"$978,076 ","319,034","659,042","$9,781 ",SWP
318366,3,K,366,THE SCIENCE AND MEDICINE MIDDLE S,18K366,Open,18,86.4,40.00%,1,103,0,88,89,89,7,89,76,,,89,TitleI:no chng,165,"$215,464 ","80,407","135,057","$2,155 ",SWP
318415,3,K,415,SAMUEL J. TILDEN HIGH SCHOOL,18K415,Closed,18,76,40.00%,1,196,0,0,149,149,2,149,0,,,149,TitleI:no chng,0,$0 ,0,0,$0 ,
318500,3,K,500,CANARSIE HIGH SCHOOL,18K500,Open,18,39.7,40.00%,0,695,0,0,276,0,33,33,0,,,33,Non-T1:STH only:no chng,33,"$43,093 ",0,"43,093",$431 ,Target
